"","location","geo","year","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred"
"37393","Lower middle income","OWID_LMC",2021,2021-09-19,1385375548,972901238,416649939,830814,15522847,15722238,41.59,29.21,12.51,0.02,4720,9416729,0.283
"37394","Lower middle income","OWID_LMC",2021,2021-09-20,1399079246,981049968,422198971,838744,13703698,15363150,42.01,29.46,12.68,0.03,4613,9274913,0.278
"37395","Lower middle income","OWID_LMC",2021,2021-09-21,1414054505,989643121,428289785,844344,14975259,16240112,42.46,29.71,12.86,0.03,4876,9761207,0.293
"37396","Lower middle income","OWID_LMC",2021,2021-09-22,1426670780,997339081,433201183,849610,12616275,15911502,42.83,29.94,13.01,0.03,4777,9659277,0.29
"37397","Lower middle income","OWID_LMC",2021,2021-09-23,1443596846,1006795997,439701368,855045,16926066,15960263,43.34,30.23,13.2,0.03,4792,9648297,0.29
"37398","Lower middle income","OWID_LMC",2021,2021-09-24,1459219365,1016250697,446056408,860551,15622519,16696555,43.81,30.51,13.39,0.03,5013,10148546,0.305
"37399","Lower middle income","OWID_LMC",2021,2021-09-25,1469800956,1022598826,451373511,865298,10581591,14278322,44.13,30.7,13.55,0.03,4287,8367663,0.251
"37400","Lower middle income","OWID_LMC",2021,2021-09-26,1477519320,1026680083,454753625,874687,7718364,13163396,44.36,30.83,13.65,0.03,3952,7682692,0.231
"37401","Lower middle income","OWID_LMC",2021,2021-09-27,1511023175,1047400405,467753596,888655,33503855,15991990,45.37,31.45,14.04,0.03,4801,9478634,0.285
"37402","Lower middle income","OWID_LMC",2021,2021-09-28,1521550210,1053199628,471880060,894849,10527035,15356529,45.68,31.62,14.17,0.03,4611,9079501,0.273
"37403","Lower middle income","OWID_LMC",2021,2021-09-29,1539589811,1065864419,477051681,928151,18039601,16131290,46.22,32,14.32,0.03,4843,9789334,0.294
"37404","Lower middle income","OWID_LMC",2021,2021-09-30,1553854500,1076530814,483794890,955493,14264689,15751093,46.65,32.32,14.53,0.03,4729,9962117,0.299
"37405","Lower middle income","OWID_LMC",2021,2021-10-01,1565636671,1083481218,488572768,959459,11782171,15202472,47.01,32.53,14.67,0.03,4564,9604360,0.288
"37406","Lower middle income","OWID_LMC",2021,2021-10-02,1579027128,1091382249,493974616,963039,13390457,15603739,47.41,32.77,14.83,0.03,4685,9826203,0.295
"37407","Lower middle income","OWID_LMC",2021,2021-10-03,1594418092,1101193373,499151627,984193,15390964,16699825,47.87,33.06,14.99,0.03,5014,10644756,0.32
"37408","Lower middle income","OWID_LMC",2021,2021-10-04,1607139458,1107663325,506125557,1003475,12721366,13730898,48.25,33.26,15.2,0.03,4123,8608989,0.258
"37409","Lower middle income","OWID_LMC",2021,2021-10-05,1620392450,1114180675,512194475,1028901,13252992,14120320,48.65,33.45,15.38,0.03,4240,8711578,0.262
"37410","Lower middle income","OWID_LMC",2021,2021-10-06,1630581927,1119934819,517065212,1055475,10189477,12998874,48.96,33.63,15.52,0.03,3903,7724343,0.232
"37411","Lower middle income","OWID_LMC",2021,2021-10-07,1640372953,1124999898,521470937,1084491,9791026,12359779,49.25,33.78,15.66,0.03,3711,6924155,0.208
"37412","Lower middle income","OWID_LMC",2021,2021-10-08,1658754694,1135717246,529121151,1089385,18381741,13302575,49.8,34.1,15.89,0.03,3994,7462290,0.224
"37413","Lower middle income","OWID_LMC",2021,2021-10-09,1670588286,1141675622,534980341,1094583,11833592,13080165,50.16,34.28,16.06,0.03,3927,7184768,0.216
"37414","Lower middle income","OWID_LMC",2021,2021-10-10,1691577771,1152736541,544474807,1129533,20989485,13879954,50.79,34.61,16.35,0.03,4167,7363310,0.221
"37415","Lower middle income","OWID_LMC",2021,2021-10-11,1701221413,1157238255,549499421,1208213,9643642,13440279,51.08,34.75,16.5,0.04,4035,7082133,0.213
"37416","Lower middle income","OWID_LMC",2021,2021-10-12,1713406681,1163539446,555238752,1317086,12185268,13287747,51.44,34.93,16.67,0.04,3990,7051253,0.212
"37417","Lower middle income","OWID_LMC",2021,2021-10-13,1725426483,1169054296,560405016,1412857,12019802,13549222,51.8,35.1,16.83,0.04,4068,7017068,0.211
"37418","Lower middle income","OWID_LMC",2021,2021-10-14,1734756935,1174335567,564523407,1512953,9330452,13483426,52.08,35.26,16.95,0.05,4048,7047953,0.212
"37419","Lower middle income","OWID_LMC",2021,2021-10-15,1741139108,1177405798,567720712,1587376,6382173,11769202,52.28,35.35,17.05,0.05,3534,5955507,0.179
"37420","Lower middle income","OWID_LMC",2021,2021-10-16,1748245023,1181667035,570443319,1672747,7105915,11093820,52.49,35.48,17.13,0.05,3331,5713059,0.172
"37421","Lower middle income","OWID_LMC",2021,2021-10-17,1763884247,1190517808,576264521,1763144,15639224,10329497,52.96,35.74,17.3,0.05,3101,5397324,0.162
"37422","Lower middle income","OWID_LMC",2021,2021-10-18,1782169238,1198915191,585792126,1845000,18284991,11563975,53.51,36,17.59,0.06,3472,5953848,0.179
"37423","Lower middle income","OWID_LMC",2021,2021-10-19,1797287222,1206001600,593001150,1913175,15117984,11982934,53.96,36.21,17.8,0.06,3598,6066022,0.182
"37424","Lower middle income","OWID_LMC",2021,2021-10-20,1817616092,1217192701,601922299,1984859,20328870,13169944,54.57,36.55,18.07,0.06,3954,6876915,0.206
"37425","Lower middle income","OWID_LMC",2021,2021-10-21,1831434468,1229435820,608527323,2050201,13818376,13811076,54.99,36.91,18.27,0.06,4147,7871465,0.236
"37426","Lower middle income","OWID_LMC",2021,2021-10-22,1845193714,1236247511,615467466,2097880,13759246,14864944,55.4,37.12,18.48,0.06,4463,8405959,0.252
"37427","Lower middle income","OWID_LMC",2021,2021-10-23,1861689872,1244539332,623479987,2205545,16496158,16206407,55.9,37.37,18.72,0.07,4866,8981757,0.27
"37428","Lower middle income","OWID_LMC",2021,2021-10-24,1875863369,1249837548,631173748,2247249,14173497,15997017,56.32,37.53,18.95,0.07,4803,8474249,0.254
"37429","Lower middle income","OWID_LMC",2021,2021-10-25,1884753335,1253647055,635066273,2362033,8889966,14654871,56.59,37.64,19.07,0.07,4400,7818838,0.235
"37430","Lower middle income","OWID_LMC",2021,2021-10-26,1898205444,1259758772,641582600,2400343,13452109,14416889,56.99,37.82,19.26,0.07,4329,7679596,0.231
"37431","Lower middle income","OWID_LMC",2021,2021-10-27,1909409622,1264549401,646695317,2445724,11204178,13113361,57.33,37.97,19.42,0.07,3937,6765243,0.203
"37432","Lower middle income","OWID_LMC",2021,2021-10-28,1923038268,1270747882,652982597,2546998,13628646,13086257,57.74,38.15,19.61,0.08,3929,5901723,0.177
"37433","Lower middle income","OWID_LMC",2021,2021-10-29,1944064174,1279287958,665855821,2627854,21025906,14124351,58.37,38.41,19.99,0.08,4241,6148635,0.185
"37434","Lower middle income","OWID_LMC",2021,2021-10-30,1954980713,1284052056,671369140,2719954,10916539,13327263,58.7,38.55,20.16,0.08,4001,5644675,0.169
"37435","Lower middle income","OWID_LMC",2021,2021-10-31,1974583316,1289346243,684718124,2758797,19602603,14102850,59.29,38.71,20.56,0.08,4234,5644099,0.169
"37436","Lower middle income","OWID_LMC",2021,2021-11-01,1988207245,1295485764,691668864,2849923,13623929,14779130,59.69,38.9,20.77,0.09,4437,5976958,0.179
"37437","Lower middle income","OWID_LMC",2021,2021-11-02,2000254978,1299904984,697865228,2907097,12047733,14578505,60.06,39.03,20.95,0.09,4377,5735173,0.172
"37438","Lower middle income","OWID_LMC",2021,2021-11-03,2011756449,1304716991,703431701,2973295,11501471,14620975,60.4,39.17,21.12,0.09,4390,5738227,0.172
"37439","Lower middle income","OWID_LMC",2021,2021-11-04,2022418270,1309454054,707452026,3011068,10661821,14197143,60.72,39.32,21.24,0.09,4263,5529453,0.166
"37440","Lower middle income","OWID_LMC",2021,2021-11-05,2031106434,1313644790,712163778,3070649,8688164,12434609,60.98,39.44,21.38,0.09,3733,4908119,0.147
"37441","Lower middle income","OWID_LMC",2021,2021-11-06,2042062170,1318293674,716618855,3076470,10955736,12440208,61.31,39.58,21.52,0.09,3735,4891660,0.147
"37442","Lower middle income","OWID_LMC",2021,2021-11-07,2053737160,1323369446,721060322,3113073,11674990,11307692,61.66,39.73,21.65,0.09,3395,4860458,0.146
"37443","Lower middle income","OWID_LMC",2021,2021-11-08,2065927060,1328168484,726237518,3163029,12189900,11102831,62.03,39.88,21.8,0.09,3334,4668960,0.14
"37444","Lower middle income","OWID_LMC",2021,2021-11-09,2081768751,1334593213,733773391,3329675,15841691,11644825,62.5,40.07,22.03,0.1,3496,4955461,0.149
"37445","Lower middle income","OWID_LMC",2021,2021-11-10,2098385579,1342664563,741459740,3357706,16616828,12375590,63,40.31,22.26,0.1,3716,5421082,0.163
"37446","Lower middle income","OWID_LMC",2021,2021-11-11,2112771107,1356487555,749857365,3387200,14385528,12907548,63.43,40.73,22.51,0.1,3875,6719072,0.202
"37447","Lower middle income","OWID_LMC",2021,2021-11-12,2126898232,1361181169,758325367,3404298,14127125,13684543,63.86,40.87,22.77,0.1,4109,6790911,0.204
"37448","Lower middle income","OWID_LMC",2021,2021-11-13,2144502558,1367270953,768701495,3580198,17604326,14634341,64.39,41.05,23.08,0.11,4394,6996754,0.21
"37449","Lower middle income","OWID_LMC",2021,2021-11-14,2155024360,1370445118,773333149,3608072,10521802,14469600,64.7,41.15,23.22,0.11,4344,6725096,0.202
"37450","Lower middle income","OWID_LMC",2021,2021-11-15,2163489192,1373024219,777441360,3620363,8464832,13937447,64.96,41.22,23.34,0.11,4185,6407962,0.192
"37451","Lower middle income","OWID_LMC",2021,2021-11-16,2175443595,1376989561,783514986,3701573,11954403,13382121,65.32,41.34,23.52,0.11,4018,6056621,0.182
"37452","Lower middle income","OWID_LMC",2021,2021-11-17,2189884361,1381929161,790972560,3736808,14440766,13071255,65.75,41.49,23.75,0.11,3925,5609228,0.168
"37453","Lower middle income","OWID_LMC",2021,2021-11-18,2201715261,1385807509,799894919,3753758,11830900,12706308,66.1,41.61,24.02,0.11,3815,4188565,0.126
"37454","Lower middle income","OWID_LMC",2021,2021-11-19,2218207294,1392598328,806764525,3769273,16492033,13044152,66.6,41.81,24.22,0.11,3916,4488166,0.135
"37455","Lower middle income","OWID_LMC",2021,2021-11-20,2235322394,1399517352,815732599,3784892,17115100,12974262,67.11,42.02,24.49,0.11,3895,4606628,0.138
"37456","Lower middle income","OWID_LMC",2021,2021-11-21,2249519973,1403725862,823206231,4201040,14197579,13499373,67.54,42.15,24.72,0.13,4053,4754392,0.143
"37457","Lower middle income","OWID_LMC",2021,2021-11-22,2263527158,1408703565,830878667,4250948,14007185,14291138,67.96,42.3,24.95,0.13,4291,5097049,0.153
"37458","Lower middle income","OWID_LMC",2021,2021-11-23,2278762657,1413913955,838560110,4291764,15235499,14759866,68.42,42.45,25.18,0.13,4432,5274913,0.158
"37459","Lower middle income","OWID_LMC",2021,2021-11-24,2296611021,1421828632,847694576,4338470,17848364,15246666,68.95,42.69,25.45,0.13,4578,5699924,0.171
"37460","Lower middle income","OWID_LMC",2021,2021-11-25,2308200311,1426235617,853571772,4370786,11589290,15212150,69.3,42.82,25.63,0.13,4567,5775444,0.173
"37461","Lower middle income","OWID_LMC",2021,2021-11-26,2323872492,1431672949,862315086,4399855,15672181,15095028,69.77,42.98,25.89,0.13,4532,5582089,0.168
"37462","Lower middle income","OWID_LMC",2021,2021-11-27,2335251689,1436442156,867917012,4609810,11379197,14275614,70.11,43.13,26.06,0.14,4286,5274972,0.158
"37463","Lower middle income","OWID_LMC",2021,2021-11-28,2357871336,1443545257,879048960,4826606,22619647,15478766,70.79,43.34,26.39,0.14,4647,5688485,0.171
"37464","Lower middle income","OWID_LMC",2021,2021-11-29,2369711534,1449109589,884451712,4867541,11840198,15169197,71.15,43.51,26.55,0.15,4554,5772289,0.173
"37465","Lower middle income","OWID_LMC",2021,2021-11-30,2386290803,1453674666,892181746,5045856,16579269,15361164,71.65,43.65,26.79,0.15,4612,5680102,0.171
"37466","Lower middle income","OWID_LMC",2021,2021-12-01,2408222297,1461822718,902025607,5150104,21931494,15944468,72.3,43.89,27.08,0.15,4787,5713441,0.172
"37467","Lower middle income","OWID_LMC",2021,2021-12-02,2427717810,1483948591,945168993,5193452,19495513,17073928,72.89,44.55,28.38,0.16,5126,8244711,0.248
"37468","Lower middle income","OWID_LMC",2021,2021-12-03,2438017857,1488028886,950633718,5457687,10300047,16306481,73.2,44.68,28.54,0.16,4896,8050848,0.242
"37469","Lower middle income","OWID_LMC",2021,2021-12-04,2455406654,1494549906,961076241,5505028,17388797,17164995,73.72,44.87,28.86,0.17,5154,8301107,0.249
"37470","Lower middle income","OWID_LMC",2021,2021-12-05,2469683428,1499278894,968618557,6032808,14276774,15973156,74.15,45.01,29.08,0.18,4796,7961948,0.239
"37471","Lower middle income","OWID_LMC",2021,2021-12-06,2482065725,1505594002,975114698,6177863,12382297,16050599,74.52,45.2,29.28,0.19,4819,8069202,0.242
"37472","Lower middle income","OWID_LMC",2021,2021-12-07,2493663888,1509439472,982107741,6293694,11598163,15339012,74.87,45.32,29.49,0.19,4605,7966401,0.239
"37473","Lower middle income","OWID_LMC",2021,2021-12-08,2510158955,1514341304,992424903,6492102,16495067,14562380,75.37,45.47,29.8,0.19,4372,7502655,0.225
"37474","Lower middle income","OWID_LMC",2021,2021-12-09,2526092122,1519871174,1004662056,7661633,15933167,14053473,75.84,45.63,30.16,0.23,4219,5131798,0.154
"37475","Lower middle income","OWID_LMC",2021,2021-12-10,2555078707,1542390778,1010151634,7737438,28986585,16722979,76.71,46.31,30.33,0.23,5021,7765985,0.233
"37476","Lower middle income","OWID_LMC",2021,2021-12-11,2576719393,1549895351,1023741411,7899002,21640686,17330391,77.36,46.53,30.74,0.24,5203,7906492,0.237
"37477","Lower middle income","OWID_LMC",2021,2021-12-12,2588205857,1555265882,1035341534,8057727,11486464,16931776,77.71,46.7,31.09,0.24,5084,7998141,0.24
"37478","Lower middle income","OWID_LMC",2021,2021-12-13,2597790775,1557575132,1041444106,8365879,9584918,16532150,78,46.76,31.27,0.25,4964,7425876,0.223
"37479","Lower middle income","OWID_LMC",2021,2021-12-14,2620131774,1565037555,1053532118,8605591,22340999,18066841,78.67,46.99,31.63,0.26,5424,7942583,0.238
"37480","Lower middle income","OWID_LMC",2021,2021-12-15,2633071134,1568446226,1061374256,8957233,12939360,17558883,79.06,47.09,31.87,0.27,5272,7729275,0.232
"37481","Lower middle income","OWID_LMC",2021,2021-12-16,2642302419,1571400569,1066892680,9329993,9231285,16601471,79.33,47.18,32.03,0.28,4984,7361342,0.221
"37482","Lower middle income","OWID_LMC",2021,2021-12-17,2657790029,1576307270,1075599596,9615220,15487610,14673046,79.8,47.33,32.29,0.29,4405,4845213,0.145
"37483","Lower middle income","OWID_LMC",2021,2021-12-18,2669921059,1579525253,1082892073,9958012,12131030,13314524,80.16,47.42,32.51,0.3,3998,4232843,0.127
"37484","Lower middle income","OWID_LMC",2021,2021-12-19,2681693675,1582862588,1088949667,12667573,11772616,13355403,80.52,47.52,32.69,0.38,4010,3942387,0.118
"37485","Lower middle income","OWID_LMC",2021,2021-12-20,2689125406,1585453180,1093604760,12901155,7431731,13047804,80.74,47.6,32.83,0.39,3917,3982578,0.12
"37486","Lower middle income","OWID_LMC",2021,2021-12-21,2700797040,1589015407,1101448128,13129045,11671634,11523609,81.09,47.71,33.07,0.39,3460,3425407,0.103
"37487","Lower middle income","OWID_LMC",2021,2021-12-22,2708093479,1591383637,1105208890,14311129,7296439,10717478,81.31,47.78,33.18,0.43,3218,3276773,0.098
"66549","Upper middle income","OWID_UMC",2020,2020-12-15,1528500,28500,NA,NA,NA,NA,0.06,0,NA,NA,NA,NA,NA
"66550","Upper middle income","OWID_UMC",2020,2020-12-16,NA,NA,NA,NA,NA,3357,NA,NA,NA,NA,1,3357,0
"66551","Upper middle income","OWID_UMC",2020,2020-12-17,NA,NA,NA,NA,NA,3357,NA,NA,NA,NA,1,3357,0
"66552","Upper middle income","OWID_UMC",2020,2020-12-18,NA,NA,NA,NA,NA,3357,NA,NA,NA,NA,1,3357,0
"66553","Upper middle income","OWID_UMC",2020,2020-12-19,NA,NA,NA,NA,NA,3357,NA,NA,NA,NA,1,3357,0
"66554","Upper middle income","OWID_UMC",2020,2020-12-20,NA,NA,NA,NA,NA,3357,NA,NA,NA,NA,1,3357,0
"66555","Upper middle income","OWID_UMC",2020,2020-12-21,NA,NA,NA,NA,NA,3357,NA,NA,NA,NA,1,3357,0
"66556","Upper middle income","OWID_UMC",2020,2020-12-22,1552000,52000,NA,NA,NA,3357,0.06,0,NA,NA,1,3357,0
"66557","Upper middle income","OWID_UMC",2020,2020-12-23,NA,NA,NA,NA,NA,3090,NA,NA,NA,NA,1,3090,0
"66558","Upper middle income","OWID_UMC",2020,2020-12-24,1554979,54979,NA,NA,NA,2824,0.06,0,NA,NA,1,2824,0
"66559","Upper middle income","OWID_UMC",2020,2020-12-25,NA,NA,NA,NA,NA,2576,NA,NA,NA,NA,1,2576,0
